Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr19	41877279	41881372	19q13.2	19q13.2	112205	"CD79A, IGA"	CD79A	973	"Agammaglobulinemia 3, 613501 (3), Autosomal recessive"
chr19	41883184	41930141	19q13.13	19q13.2	601855	"ARHGEF1, LBCL2, IMD62"	ARHGEF1	9138	"?Immunodeficiency 62, 618459 (3), Autosomal recessive"
chr19	41956683	41959321	19q13.2	19q13.2	604925	PRA1	RABAC1	10567	
chr19	41966582	41994230	19q13.2	19q13.2	182350	"ATP1A3, DYT12, RDP, AHC2, CAPOS, DEE99"	ATP1A3	478	"Alternating hemiplegia of childhood 2, 614820 (3), Autosomal dominant; Dystonia-12, 128235 (3), Autosomal dominant; CAPOS syndrome, 601338 (3), Autosomal dominant; Developmental and epileptic encephalopathy 99, 619606 (3), Autosomal dominant"
chr19	41998324	42070206	19q13.2	19q13.2	600283	GRIK5	GRIK5	2901	
chr19	42086110	42197936	19q13.2	19q13.2	164176	"POU2F2, OTF2, OCT2"	POU2F2	5452	
chr19	42198598	42220134	19q13.2	19q13.2	617078	"DEDD2, FLAME3"	DEDD2	162989	
chr19	42220312	42228201	19q13.2	19q13.2	614387	"ZNF526, KIAA1951, DENNED"	ZNF526	116115	"Dentici-Novelli neurodevelopmental syndrome, 619877 (3), Autosomal recessive"
chr19	42230190	42242602	19q13.2	19q13.2	606784	GSK3A	GSK3A	2931	
chr19	42247569	42255128	19q13.1	19q13.2	611888	"ERF, PE2, CRS4, CHYTS"	ERF	2077	"Craniosynostosis 4, 600775 (3), Autosomal dominant; Chitayat syndrome, 617180 (3), Autosomal dominant"
chr19	42268530	42295796	19q13.2	19q13.2	612082	"CIC, KIAA0306, MRD45"	CIC	23152	"Intellectual developmental disorder, autosomal dominant 45, 617600 (3), Autosomal dominant"
chr19	42297033	42302800	19q13.1	19q13.2	603074	PAFAH1B3	PAFAH1B3	5050	
chr19	42325635	42378765	19q12	19q13.2	604267	"MEGF8, EGFL4, CRPT2"	MEGF8	1954	"Carpenter syndrome 2, 614976 (3), Autosomal recessive"
chr19	42387019	42390297	19q13	19q13.2	611764	CNFN	CNFN	84518	
chr19	42401514	42427388	19q13.1-q13.2	19q13.2	151750	"LIPE, LHS, FPLD6"	LIPE	3991	"Lipodystrophy, familial partial, type 6, 615980 (3), Autosomal recessive"
chr19	42428278	42442946	19q11	19q13.2	611387	"CXCL17, VCC1, DMC"	CXCL17	284340	
chr19	42507306	42528481	19q13.2	19q13.2	109770	"CEACAM1, BGP"	CEACAM1	634	
chr19	42580243	42594924	19q13.2	19q13.2	615747	"CEACAM8, CD66B, CGM6"	CEACAM8	1088	
chr19	42721642	42740481	19q13.2	19q13.2	176392	PSG3	PSG3	5671	
chr19	42752686	42765678	19q13.2	19q13.2	176397	PSG8	PSG8	440533	
chr19	42836997	42855718	19q13.2	19q13.2	176399	"PSG10P, PSG10, PSG12"	PSG10P	653492	
chr19	42866464	42879713	19q13.2	19q13.2	176390	"PSG1, PSBG1, B1G1, SP1"	PSG1	5669	
chr19	42902086	42917894	19q13.2	19q13.31	176395	PSG6	PSG6	5675	
chr19	42924132	42937207	19q13.2	19q13.31	176396	PSG7	PSG7	5676	
chr19	43007656	43026469	19q13.2	19q13.31	176401	"PSG11, PSG13, PSG14"	PSG11	5680	
chr19	43064209	43082701	19q13.2	19q13.31	176391	"PSG2, PSBG2"	PSG2	5670	
chr19	43167743	43186536	19q13.2	19q13.31	176394	PSG5	PSG5	5673	
chr19	43192702	43205638	19q13.2	19q13.31	176393	PSG4	PSG4	5672	
chr19	43253282	43269530	19q13.2	19q13.31	176398	"PSG9, PSG11"	PSG9	5678	
chr19	43349056	43349548	19q13.2	19q13.31	605157	PRG1		23574	
chr19	43353686	43366081	19q13.2	19q13.31	162860	"NB1, PRV1, CD177, HNA2A"	CD177	57126	
chr19	43388611	43418597	19q13.31	19q13.31	612665	"TEX101, SGRG, TES101RP"	TEX101	83639	
chr19	43460787	43465608	19q13.1-q13.2	19q13.31	609484	LYPD3	LYPD3	27076	
chr19	43506719	43527201	19q13.32	19q13.31	608451	"ETHE1, HSCO, D83198"	ETHE1	23474	"Ethylmalonic encephalopathy, 602473 (3), Autosomal recessive"
chr19	43543311	43575527	19q13.2	19q13.31	194360	"XRCC1, SCAR26"	XRCC1	7515	"?Spinocerebellar ataxia, autosomal recessive 26, 617633 (3), Autosomal recessive"
chr19	43622368	43641984	19q13.2	19q13.31	609744	"CADM4, IGSF4C, TSLL2, NECL4, SYNCAM4"	CADM4	199731	
chr19	43646095	43670169	19q13	19q13.31	173391	"PLAUR, URKR"	PLAUR	5329	
chr19	43727983	43754962	19q13.31	19q13.31	613176	"SMG9, C19orf61, HBMS, NEDITPO"	SMG9	56006	"Heart and brain malformation syndrome, 616920 (3), Autosomal recessive; Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies, 619995 (3), Autosomal recessive"
chr19	43766533	43780973	19q13.2	19q13.31	602754	"KCNN4, KCA4, SK4, DHS2"	KCNN4	3783	"Dehydrated hereditary stomatocytosis 2, 616689 (3), Autosomal dominant"
chr19	43795927	43820634	19q13.31	19q13.31	619618	"LYPD5, HALDISIN"	LYPD5	284348	
chr19	43912624	43935282	19q13.2	19q13.31	194554	"ZNF45, ZNF13, KOX5"	ZNF45	7596	
chr19	43984188	43998326	19q13.2-q13.32	19q13.31	604086	ZNF155	ZNF155	7711	
chr19	44025379	44033110	19q13.2	19q13.31	617357	ZNF222	ZNF222	7673	
chr19	44094361	44109826	19q13.2-qter	19q13.31	194555	"ZNF224, ZNF255, BMZF2, KOX22, ZNF27"	ZNF224	7767	
chr19	44141554	44160313	19q13.31	19q13.31	604750	"ZNF234, ZNF269, HZF4"	ZNF234	10780	
chr19	44286348	44305025	19q13.2	19q13.31	604749	"ZFP93, ANF270, HZF6"	ZNF235	9310	
chr19	44326553	44367217	19p13.1-p12	19q13.31	603994	ZNF112	ZNF112	7771	
chr19	44474431	44500522	19q13.2	19q13.31	606740	ZNF180	ZNF180	7733	
chr19	44643910	44666162	19q13.2-q13.3	19q13.31	173850	"PVR, PVS"	PVR	5817	
chr19	44665860	44684355	19q13.31	19q13.31	606691	"CEACAM19, CEAL1"	CEACAM19	56971	
chr19	44699151	44710718	19q13.31	19q13.31-q13.32	614591	"CEACAM16, CEAL2, DFNA4B, DFNB113"	CEACAM16	388551	"Deafness, autosomal dominant 4B, 614614 (3), Autosomal dominant; Deafness, autosomal recessive 113, 618410 (3), Autosomal recessive"
chr19	44747705	44760044	19q13	19q13.32	109560	BCL3	BCL3	602	"Leukemia/lymphoma, B-cell, 3, 109560 (2)"
chr19	44777869	44800652	19q13.2	19q13.32	608453	CBLC	CBLC	23624	
chr19	44809059	44821421	19q13.2	19q13.32	612773	"LU, AU, BCAM"	BCAM	4059	"[Blood group, Lutheran system], 111200 (3); [Blood group, Auberger system], 111200 (3); [Blood group, Lutheran null], 247420 (3), Autosomal recessive"
chr19	44846297	44889223	19q13.2	19q13.32	600798	"NECTIN2, PVRL2, HVEB, PVRR2, PRR2"	NECTIN2	5819	
chr19	44891254	44903689	19q13.2	19q13.32	608061	"TOMM40, TOM40, PEREC1"	TOMM40	10452	
chr19	44905796	44909393	19q13.2	19q13.32	107741	"APOE, AD2, LPG, LDLCQ5"	APOE	348	"Alzheimer disease 2, 104310 (3), Autosomal dominant; Sea-blue histiocyte disease, 269600 (3), Autosomal recessive; {?Alzheimer disease, protection against, due to APOE3-Christchurch}, 607822 (3), Autosomal dominant; {Coronary artery disease, severe, susceptibility to}, 617347 (3); Lipoprotein glomerulopathy, 611771 (3); {?Macular degeneration, age-related}, 603075 (3), Autosomal dominant; Hyperlipoproteinemia, type III, 617347 (3)"
chr19	44914325	44919346	19q13.2	19q13.32	107710	APOC1	APOC1	341	
chr19	44942237	44945496	19q13.2	19q13.32	600745	APOC4	APOC4	346	
chr19	44946051	44949565	19q13.2	19q13.32	608083	APOC2	APOC2	344	"Hyperlipoproteinemia, type Ib, 207750 (3), Autosomal recessive"
chr19	44954585	44993341	19q13.3	19q13.32	604783	CLPTM1	CLPTM1	1209	
chr19	45001464	45038192	19q13.32	19q13.32	604758	"RELB, IREL, IMD53"	RELB	5971	"?Immunodeficiency 53, 617585 (3), Autosomal recessive"
chr19	45039045	45070956	19q13.32	19q13.32	618532	"CLASRP, CLASP"	CLASRP	11129	
chr19	45071500	45076478	19q13.32	19q13.32	613226	"ZNF296, ZFP296, ZNF342"	ZNF296	162979	
chr19	45075627	45091518	19q13.32	19q13.32	607419	GEMIN7	GEMIN7	79760	
chr19	45162933	45178237	19q13.32	19q13.32	610396	TRAPPC6A	TRAPPC6A	79090	
chr19	45178784	45217083	19q13	19q13.32	609762	"BLOC1S3, BLOS3, HPS8"	BLOC1S3	388552	"Hermansky-Pudlak syndrome 8, 614077 (3), Autosomal recessive"
chr19	45212370	45245407	19q13.32	19q13.32	616927	"EXOC3L2, XTP7"	EXOC3L2	90332	
chr19	45251271	45305284	19q13.2	19q13.32	606495	"MARK4, KIAA1860, MARKL1"	MARK4	57787	
chr19	45306413	45322875	19q13	19q13.32	123310	"CKM, CKMM"	CKM	1158	
chr19	45340750	45351519	19q13.2-q13.3	19q13.32	601334	"KLC3, KLC2L"	KLC3	147700	
chr19	45349837	45370573	19q13.2-q13.3	19q13.32	126340	"ERCC2, EM9, XPD, COFS2, TTD1"	ERCC2	2068	"Xeroderma pigmentosum, group D, 278730 (3), Autosomal recessive; Trichothiodystrophy 1, photosensitive, 601675 (3), Autosomal recessive; ?Cerebrooculofacioskeletal syndrome 2, 610756 (3), Autosomal recessive"
chr19	45379638	45406361	19q13.32	19q13.32	607463	"PPP1R13L, RAI, IASPP, NKIP1"	PPP1R13L	10848	
chr19	45406644	45410737	19q13.32	19q13.32	107325	"POLR1G, CD3EAP, ASE1, PAF49"	POLR1G	10849	
chr19	45407334	45451547	19q13.2-q13.3	19q13.32	126380	"ERCC1, UV20, COFS4"	ERCC1	2067	"Cerebrooculofacioskeletal syndrome 4, 610758 (3), Autosomal recessive"
chr19	45467996	45475179	19q13.3	19q13.32	164772	FOSB	FOSB	2354	
chr19	45478601	45478687	19q13.2-q13.3	19q13.32	165060	"TRU-TCA1-1, TRNAU1, TRSP"	TRU-TCA1-1	7234	
chr19	45485294	45497047	19q13.3	19q13.32	603183	"RTN2, NSPL1, SPG12"	RTN2	6253	"Spastic paraplegia 12, autosomal dominant, 604805 (3), Autosomal dominant"
chr19	45507479	45526983	19q13.2-q13.3	19q13.32	601703	VASP	VASP	7408	
chr19	45527427	45584802	19q13.2-q13.3	19q13.32	606580	"OPA3, MGA3"	OPA3	80207	"3-methylglutaconic aciduria, type III, 258501 (3), Autosomal recessive; Optic atrophy 3 with cataract, 165300 (3), Autosomal dominant"
chr19	45589764	45602212	19q13.2-q13.3	19q13.32	600551	GPR4	GPR4	2828	
chr19	45609400	45645629	19q13.32	19q13.32	617494	"EML2, EMAP2, ELP70"	EML2	24139	
chr19	45668221	45683722	19q13.3	19q13.32	137241	"GIPR, PGQTL2"	GIPR	2696	
chr19	45687454	45692316	19q13.32	19q13.32	601061	SNRPD2	SNRPD2	6633	
chr19	45710629	45733177	19q13.3	19q13.32	609117	"FBXO46, FBX46"	FBXO46	23403	
chr19	45764785	45769252	19q13.3	19q13.32	600963	"SIX5, DMAHP, BOR2"	SIX5	147912	"Branchiootorenal syndrome 2, 610896 (3)"
chr19	45769709	45782490	19q13.2-q13.3	19q13.32	605377	"DMPK, DM, DMK"	DMPK	1760	"Myotonic dystrophy 1, 160900 (3), Autosomal dominant"
chr19	45782947	45792845	19q13.3	19q13.32	609857	"DMWD, DMRN9"	DMWD	1762	
chr19	45795713	45815308	19q13.3	19q13.32	607548	"RSPH6A, RSHL1"	RSPH6A	81492	
chr19	45815410	45863147	19q13.3	19q13.32	602388	SPK	SYMPK	8189	
chr19	45864326	45873797	19q13.2-q13.4	19q13.32	602295	"FOXA3, HNF3G"	FOXA3	3171	
chr19	45883608	45886141	19q13.32	19q13.32	615331	IRF2BP1	IRF2BP1	26145	
chr19	45890023	45902613	19q13.32	19q13.32	617861	MYPOP	MYPOP	339344	
chr19	45913214	45914778	19q13.32	19q13.32	608228	"NANOS2, NOS2"	NANOS2	339345	
chr19	45933734	45973865	19q13.3	19q13.32	601991	"NOVA2, ANOVA, NEDASB"	NOVA2	4858	"Neurodevelopmental disorder with or without autistic features and/or structural brain abnormalities, 618859 (3), Autosomal dominant"
chr19	46019153	46023053	19q13	19q13.32	604963	"PGRP, PGRPS"	PGLYRP1	8993	
chr19	46039182	46077629	19p13.3	19q13.32	610547	IGFL4	IGFL4	444882	
chr19	46078513	46215362	19p13.3	19q13.32	610545	IGFL2	IGFL2	147920	
chr19	46120067	46124688	19p13.3	19q13.32	610546	IGFL3	IGFL3	388555	
chr19	46229742	46231243	19p13.3	19q13.32	610544	IGFL1	IGFL1	374918	
chr19	46297042	46343433	19q13.2	19q13.32	609976	"HIF3A, IPAS"	HIF3A	64344	
chr19	46347087	46390975	19q13.3	19q13.32	600658	"PPP5C, PP5"	PPP5C	5536	
chr19	46410329	46413564	19q13.2-q13.32	19q13.32	614145	"CCDC8, 3M3"	CCDC8	83987	"3-M syndrome 3, 614205 (3), Autosomal recessive"
chr19	46601074	46610782	19q13.2-q13.3	19q13.32	114183	"CALM3, LQT16, CPVT6"	CALM3	808	"Long QT syndrome 16, 618782 (3), Autosomal dominant; ?Ventricular tachycardia, catecholaminergic polymorphic 6, 618782 (3), Autosomal dominant"
chr19	46610687	46625089	19q13.3	19q13.32	600022	PTGIR	PTGIR	5739	
chr19	46647551	46661182	19q13.3	19q13.32	611112	DACT3	DACT3	147906	
chr19	46674316	46717114	19q13.3	19q13.32	607074	"PRKD2, PKD2"	PRKD2	25865	
chr19	46719511	46746450	19q13.32	19q13.32	614767	"STRN4, ZIN"	STRN4	29888	
chr19	46744760	46758575	19q13.3	19q13.32	606596	"FKRP, MDC1C, LGMDR9, MDDGA5, MDDGB5, MDDGC5"	FKRP	79147	"Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5, 606612 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5, 607155 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153 (3), Autosomal recessive"
chr19	46774883	46788594	19q13.3	19q13.32	109190	"SLC1A5, RDRC, M7V1, M7VS1"	SLC1A5	6510	
chr19	46838167	46850846	19q13.2-q13.3	19q13.32	602242	"AP2S1, CLAPS2, AP17, HHC3"	AP2S1	1175	"Hypocalciuric hypercalcemia, type III, 600740 (3), Autosomal dominant"
chr19	46860997	47005077	19q13.2-q13.4	19q13.32	605277	"GRLF1, P190A"	ARHGAP35	2909	
chr19	47019837	47045775	19q13.2-q13.3	19q13.32	603346	"NPAS1, MOP5"	NPAS1	4861	
chr19	47064187	47113776	19q13.32	19q13.32	619498	"ZC3H4, C19orf7"	ZC3H4	23211	
chr19	47130835	47210636	19q13.32	19q13.32	613294	"SAE1, SUA1, AOS1"	SAE1	10055	
chr19	47220824	47232860	19q	19q13.32	605854	PUMA	BBC3	27113	
chr19	47307477	47322066	19q13.3-q13.4	19q13.32	113995	"C5AR1, C5R1, C5AR"	C5AR1	728	
chr19	47332175	47347329	19q13.4	19q13.32	609949	"C5AR2, GPF77, C5L2"	C5AR2	27202	
chr19	47349315	47382704	19q13.32	19q13.32	615475	"DHX34, KIAA0134"	DHX34	9704	
chr19	47403124	47422233	19q13.32	19q13.32	619443	"MEIS3, MRG2"	MEIS3	56917	
chr19	47428017	47471893	19q13.32	19q13.32	601901	"SLC8A2, NCX2"	SLC8A2	6543	
chr19	47475150	47485839	19q13.4	19q13.32	615620	"KPTN, 2E4, MRT41"	KPTN	11133	"Intellectual developmental disorder, autosomal recessive 41, 615637 (3), Autosomal recessive"
chr19	47484530	47515063	19q13.3	19q13.32-q13.33	603215	"NAPA, SNAPA"	NAPA	8775	
chr19	47520690	47573309	19q13.33	19q13.33	619942	"ZNF541, ZFP41"	ZNF541	84215	
chr19	47608196	47703277	19q13.3	19q13.33	605690	"BICRA, GLTSCR1, CSS12"	BICRA	29998	"Coffin-Siris syndrome 12, 619325 (3), Autosomal dominant"
chr19	47713422	47743134	19q13.3	19q13.33	605890	EHD2	EHD2	30846	
chr19	47745546	47757058	19q13.3	19q13.33	605691	"NOP53, GLTSCR2"	NOP53	29997	
chr19	47778703	47784682	19q13.3	19q13.33	603235	"SELENOW, SEPW1"	SELENOW	6415	
chr19	47801232	47819051	19q13.32	19q13.33	611166	TPRX1	TPRX1	284355	
chr19	47821937	47843324	19q13.3	19q13.33	602225	"CRX, CORD2, CRD, LCA7"	CRX	1406	"Leber congenital amaurosis 7, 613829 (3); Cone-rod retinal dystrophy-2, 120970 (3), Autosomal dominant"
chr19	47870467	47886315	19q13.3	19q13.33	125263	"SULT2A1, STD"	SULT2A1	6822	
chr19	47967258	47992170	19q13.32	19q13.33	612213	BSPH1	BSPH1	100131137	
chr19	47994632	48025154	19q13.33	19q13.33	607443	ELSPBP1	ELSPBP1	64100	
chr19	48029383	48044079	19q13.33	19q13.33	607315	"CABP5, CABP3"	CABP5	56344	
chr19	48047846	48110817	19q13.3	19q13.33	603602	PLA2G4C	PLA2G4C	8605	
chr19	48115445	48170344	19q13.2-q13.3	19q13.33	126391	"LIG1, IMD96"	LIG1	3978	"Immunodeficiency 96, 619774 (3), Autosomal recessive"
chr19	48179825	48255946	19q13.3	19q13.33	609051	"CARD8, TUCAN, KIAA0955, NDPP1, IBD30"	CARD8	22900	"?Inflammatory bowel disease (Crohn disease) 30, 619079 (3), Autosomal dominant"
chr19	48270081	48287608	19q13.33	19q13.33	603996	ZNF114	ZNF114	163071	
chr19	48296452	48321971	19q13.3	19q13.33	615038	"ODAD1, CCDC114, CILD20"	ODAD1	93233	"Ciliary dyskinesia, primary, 20, 615067 (3), Autosomal recessive"
chr19	48325552	48330553	19q13.3	19q13.33	602335	EMP3	EMP3	2014	
chr19	48364268	48376377	19q13.3	19q13.33	608373	SYNGR4	SYNGR4	23546	
chr19	48382575	48397412	19q13.33	19q13.33	131235	"KDELR1, ERD2, HDEL"	KDELR1	10945	
chr19	48393668	48444931	19q13.1-qter	19q13.33	602717	"GRIN2D, NMDAR2D, DEE46"	GRIN2D	2906	"Developmental and epileptic encephalopathy 46, 617162 (3), Autosomal dominant"
chr19	48445983	48457022	19q13.3	19q13.33	610597	"GRWD1, GRWD, KIAA1942"	GRWD1	83743	
chr19	48455574	48466980	19q13.33	19q13.33	603953	KCNJ14	KCNJ14	3770	
chr19	48469369	48482314	19q13	19q13.33	602488	"CYTH2, PSCD2, ARNO, PSCD2L"	CYTH2	9266	
chr19	48485271	48513680	19q13.33	19q13.33	619624	LMTK3	LMTK3	114783	
chr19	48552172	48599427	19q13.3	19q13.33	604125	"SULT2B1, ARCI14"	SULT2B1	6820	"Ichthyosis, congenital, autosomal recessive 14, 617571 (3), Autosomal recessive"
chr19	48606742	48607714	19q13.33	19q13.33	609932	"SPACA4, SAMP14"	SPACA4	171169	
chr19	48615331	48619178	19q	19q13.33	604179	"RPL18, DBA18"	RPL18	6141	"?Diamond-Blackfan anemia 18, 618310 (3), Autosomal dominant"
chr19	48619506	48630405	19q13.2	19q13.33	607092	SPHK2	SPHK2	56848	
chr19	48630030	48637379	19q13.3	19q13.33	124097	DBP	DBP	1628	
chr19	48637946	48646187	19q13.2-q13.3	19q13.33	604644	"CA11, CARP2"	CA11	770	
chr19	48695971	48705951	19q13.3	19q13.33	182100	"FUT2, SE, B12QTL1"	FUT2	2524	"{Norwalk virus infection, resistance to} (3); {Vitamin B12 plasma level QTL1}, 612542 (3); [Bombay phenotype, digenic], 616754 (3), Autosomal recessive"
chr19	48705718	48719725	19q13.33	19q13.33	610349	"MAMSTR, MASTR"	MAMSTR	284358	
chr19	48720585	48740610	19q13.33	19q13.33	609623	"RASIP1, RAIN"	RASIP1	54922	
chr19	48740852	48746909	19q13.33	19q13.33	609278	"IZUMO1, MGC34799"	IZUMO1	284359	
chr19	48748011	48755358	19q13.3	19q13.33	211100	"FUT1, H, HH"	FUT1	2523	"[Bombay phenotype], 616754 (3), Autosomal recessive"
chr19	48755524	48758330	19q13	19q13.33	609436	FGF21	FGF21	26291	
chr19	48795064	48811029	19q13	19q13.33	113530	"BCAT2, BCT2, HVLI"	BCAT2	587	"?Hypervalinemia or hyperleucine-isoleucinemia, 618850 (3), Autosomal recessive"
chr19	48813018	48836491	19q13.33	19q13.33	612832	"HSD17B14, DHRS10, RETSDR3"	HSD17B14	51171	
chr19	48837097	48868617	19q13.33	19q13.33	607769	"PLEKHA4, PEPP1"	PLEKHA4	57664	
chr19	48872421	48876058	19q13.2	19q13.33	611048	"PPP1R15A, GADD34"	PPP1R15A	23645	
chr19	48880967	48898744	19q13.1	19q13.33	602309	TULP2	TULP2	7288	
chr19	48900312	48923372	19q13.2-q13.4	19q13.33	601323	NUCB1	NUCB1	4924	
chr19	48932795	48944969	19q13.33	19q13.33	606377	"DHDH, HUM2DD"	DHDH	27294	
chr19	48954875	48961798	19q13.3-q13.4	19q13.33	600040	BAX	BAX	581	"Colorectal cancer, somatic, 114500 (3); T-cell acute lymphoblastic leukemia, somatic, 613065 (3)"
chr19	48965309	48966879	19q13.3-q13.4	19q13.33	134790	"FTL, NBIA3, LFTD"	FTL	2512	"Hyperferritinemia-cataract syndrome, 600886 (3), Autosomal dominant; L-ferritin deficiency, dominant and recessive, 615604 (3), Autosomal dominant, Autosomal recessive; Neurodegeneration with brain iron accumulation 3, 606159 (3), Autosomal dominant"
chr19	48968130	48993309	19q13.3	19q13.33	138570	"GYS1, GYS"	GYS1	2997	"Glycogen storage disease 0, muscle, 611556 (3), Autosomal recessive"
chr19	48993448	49015995	19q13.3	19q13.33	604788	"RUVBL2, TIP48, ECP51"	RUVBL2	10856	
chr19	49015980	49019498	19q13.32	19q13.33	152780	"LHB, HH23"	LHB	3972	"Hypogonadotropic hypogonadism 23 with or without anosmia, 228300 (3), Autosomal recessive"
chr19	49022869	49024333	19q13.32	19q13.33	118860	CGB	CGB3	1082	
chr19	49031890	49033238	19q13.33	19q13.33	608824	CGB2	CGB2	114336	
chr19	49035569	49036895	19q13.33	19q13.33	608823	CGB1	CGB1	114335	
chr19	49043848	49045311	19q13.33	19q13.33	608825	CGB5	CGB5	93659	
chr19	49047638	49049111	19q13.33	19q13.33	608827	CGB8	CGB8	94115	
chr19	49054274	49057749	19q13.33	19q13.33	608826	"CGB7, CGB6"	CGB7	94027	
chr19	49058284	49065035	19q13.3	19q13.33	162662	"NTF4 , NTF5, NT5, NT4, GLC1O"	NTF4	4909	"Glaucoma 1, open angle, 1O, 613100 (3)"
chr19	49067397	49072699	19q13.3	19q13.33	176268	KCNA7	KCNA7	3743	
chr19	49085451	49108604	19q13.3	19q13.33	180740	"SNRP70, U1RNP, RNPU1Z, RPU1"	SNRNP70	6625	
chr19	49114370	49118460	19q13.33	19q13.33	612331	"LIN7B, VELI2, MALS2"	LIN7B	64130	
chr19	49119544	49151026	19q13.33	19q13.33	603144	"PPFIA3, LPNA3"	PPFIA3	8541	
chr19	49151198	49155396	19q13.3	19q13.33	142705	HRC	HRC	3270	
chr19	49157792	49211836	19q13.32	19q13.33	606936	"TRPM4, PFHB1B, EKVP6"	TRPM4	54795	"Progressive familial heart block, type IB, 604559 (3), Autosomal dominant; Erythrokeratodermia variabilis et progressiva 6, 618531 (3), Autosomal dominant"
chr19	49289638	49340330	19q13.33	19q13.33	607972	"SLC6A16, NT5"	SLC6A16	28968	
chr19	49335406	49340606	19p13-q13.4	19q13.33	151523	CD37	CD37	951	
chr19	49340595	49362416	19q13.3	19q13.33	601729	"TEAD2, TEF4"	TEAD2	8463	
chr19	49360515	49375116	19q13.33	19q13.33	605418	"DKKL1, SGY1, SGY"	DKKL1	27120	
chr19	49388249	49417990	19q13.33	19q13.33	618125	"CCDC155, KASH5"	KASH5	147872	
chr19	49422419	49423441	19q13.33	19q13.33	608386	"PTH2, TIP39"	PTH2	113091	
chr19	49423747	49428987	19q13.33	19q13.33	618696	"GFY, GOOFY"	GFY	100507003	
chr19	49429401	49441527	19q13	19q13.33	605208	"SLC17A7, BNPI, VGLUT1"	SLC17A7	57030	
chr19	49446298	49451814	19q13.33	19q13.33	611480	"PIH1D1, NOP17"	PIH1D1	55011	
chr19	49453225	49471050	19q13.33	19q13.33	613358	ALDH16A1	ALDH16A1	126133	
chr19	49474215	49486231	19q13.33	19q13.33	600007	"FLT3LG, FLG3L"	FLT3LG	2323	
chr19	49487608	49492308	19q13.3	19q13.33	619225	RPL13A	RPL13A	23521	
chr19	49496434	49499708	19q13.3	19q13.33	180471	RPS11	RPS11	6205	
chr19	49500785	49500868	19q13.33	19q13.33	611114	"MIR150, MIRN150"	MIR150	406942	
chr19	49512661	49526428	19q13.3	19q13.33	601437	FCGRT	FCGRT	2217	
chr19	49528003	49543633	19q13.33	19q13.33	619032	RCN3	RCN3	57333	
chr19	49555468	49580556	19q13.33	19q13.33	616759	NOSIP	NOSIP	51070	
chr19	49580617	49591004	19q13.33	19q13.33	604429	"PRRG2, PRGP2"	PRRG2	5639	
chr19	49591182	49626439	19q13.33	19q13.33	616633	"PRR12, KIAA1205, NOC"	PRR12	57479	"Neuroocular syndrome, 619539 (3), Autosomal dominant"
chr19	49635292	49640143	19q13.3-qter	19q13.33	165090	RRAS	RRAS	6237	
chr19	49640465	49658642	19q13.3	19q13.33	617264	SCAF1	SCAF1	58506	
chr19	49659572	49665857	19q13.3-q13.4	19q13.33	603734	"IRF3, IIAE7"	IRF3	3661	"{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7}, 616532 (3), Autosomal dominant"
chr19	49665142	49673916	19q13.3	19q13.33	610837	BCL2L12	BCL2L12	83596	
chr19	49676153	49688447	19q13	19q13.33	602950	"PRMT1, HRMT1L2, IR1B4"	PRMT1	3276	
chr19	49690662	49713731	19q13.33	19q13.33	608846	"CPT1C, SPG73"	CPT1C	126129	"?Spastic paraplegia 73, autosomal dominant, 616282 (3), Autosomal dominant"
chr19	49739760	49763306	19q13.33	19q13.33	608253	TSKS	TSKS	60385	
chr19	49767001	49807114	19q13.3	19q13.33	601026	"AP2A1, CLAPA1, ADTAA"	AP2A1	160	
chr19	49806866	49813553	19q13	19q13.33	610622	"FUZ, NTD"	FUZ	80199	"{Neural tube defects, susceptibility to}, 182940 (3), Autosomal dominant"
chr19	49818289	49840384	19q13.3	19q13.33	610197	"MED25, PTOV2, ARC92, BVSYS"	MED25	81857	"Basel-Vanagait-Smirin-Yosef syndrome, 616449 (3), Autosomal recessive"
chr19	49850705	49860742	19q13.3-q13.4	19q13.33	610195	"PTOV1, ACID2"	PTOV1	53635	
chr19	49861204	49867576	19q13.4	19q13.33	605610	"PNKP, PNK, MCSZ, AOA4, CMT2B2"	PNKP	11284	"?Charcot-Marie-Tooth disease, type 2B2, 605589 (3), Autosomal recessive; Ataxia-oculomotor apraxia 4, 616267 (3), Autosomal recessive; Microcephaly, seizures, and developmental delay, 613402 (3), Autosomal recessive"
